paper_nr	song_name	title	year	cited_by	doi
257	All You Need Is Love	All you need is N: Baryon spectroscopy in two large N limits	2009	29	10.1103/PhysRevD.80.036002
258	All You Need Is Love	If you need love, get a Puppy: A case study on professional skepticism and auditor independence	2009	7	10.2308/iace.2009.24.2.237
259	All You Need Is Love	NEMS: All you need is feedback	2008	4	10.1038/nnano.2008.142
260	All You Need Is Love	'All you need is an idea!': The impact of values-based participation on pupils' attitudes towards social activism and enterprise	2008	5	10.1177/1365480207086751
261	All You Need Is Love	All you need is compassion	2008	17	10.1007/978-3-540-78163-9_21
262	All You Need Is Love	All you need is sound	2007	2	10.1021/ac071966x
263	All You Need Is Love	Transgenic Wnt/TCF pathway reporters: All you need is Lef?	2006	134	10.1038/sj.onc.1210057
264	All You Need Is Love	Reviving the killers: All you need is IL-2	2006	0	10.1182/blood-2006-02-001198
265	All You Need Is Love	III.7 simplified approach for crossing total occlusions: Forget the new gadgets; all you need is a catheter and a wire	2005	0	
266	All You Need Is Love	All you need is One!	2004	0	
267	All You Need Is Love	All you need is vision	2003	0	
268	All You Need Is Love	"To control temperature, all you need is a ""cool"" line"	2002	2	10.1097/00003246-200211000-00036
269	All You Need Is Love	All you need is cognitive behaviour therapy? [1] (multiple letters)	2002	1	
270	All You Need Is Love	All you need is cognitive behaviour therapy?	2002	85	
271	All You Need Is Love	All you need is cognitive behaviour therapy? Critical appraisal of evidence base must be understood and respected.	2002	0	10.1136/bmj.324.7352.1522
272	All You Need Is Love	All you need is cognitive behaviour therapy? Integrated biopsychosocial approach will be treatment of choice.	2002	0	
273	All You Need Is Love	All you need is cognitive behaviour therapy? Political range of psychotherapies has emerged.	2002	0	
274	All You Need Is Love	Mental health. All you need is help.	2001	0	
275	All You Need Is Love	All you need is a little respect.	2000	0	
276	All You Need Is Love	Texas nameplate company: All you need is trust	1998	1	
277	All You Need Is Love	All you need is RNA	1998	8	10.1126/science.281.5377.658
278	All You Need Is Love	All you need is theory? The Beatles' 'Sgt. Pepper'	1998	4	10.1093/ml/79.4.577
279	All You Need Is Love	Transmitting voice and data: all you need is one phone line	1995	0	
280	All You Need Is Love	Psychiatry: all you need is drugs?	1992	0	
281	All You Need Is Love	Primary nursing. All you need is thought.	1988	1	
282	All You Need Is Love	All you need is a typewriter	1983	0	10.1080/03064228308533514
283	With a Little Help from My Friends	Getting by with a little help from my antiracist White friends: Can White antiracism counteract the demobilizing effect of positive contact?	2025	0	10.1177/13684302241286442
284	With a Little Help from My Friends	 With a Little Help from My (LLM) Friends: Enhancing Static Analysis with LLMs to Detect Software Vulnerabilities	2025	0	10.1109/LLM4Code66737.2025.00008
285	With a Little Help from My Friends	Getting by with a little help from friends and family: mediation model between loneliness and depressive symptoms amongst Portuguese students	2025	5	10.1108/JARHE-11-2023-0547
286	With a Little Help from My Friends	With a little help from my retailer: Shopper acceptance of nutritional decision aids supporting healthy grocery shopping	2025	0	10.1016/j.appet.2025.107972
287	With a Little Help from My Friends	With a little help from my family and friends: social class and contextual variations in the role of personal networks in students' higher education plans	2024	3	10.1080/01425692.2023.2266574
288	With a Little Help from My Friends	With a Little Help from my (Linguistic) Friends: Topic Segmentation of Multi-party Casual Conversations	2024	0	
289	With a Little Help from My Friends	With a little help from my (neighbouring) friends. 'Border region patient mobility' in the European Union: A policy analysis	2024	3	10.1016/j.healthpol.2024.105114
290	With a Little Help from My Friends	'With a little help from my educated friends': revisiting the role of social capital for immigrants' labour market integration in Germany	2024	1	10.1186/s40878-024-00366-3
291	With a Little Help from My Friends	STILL DOING IT THEMSELVES, WITH A LITTLE HELP FROM FRIENDS: Independent Filmmaking in Malaysia Two Decades Hence	2024	0	10.4324/9781003266952-44
292	With a Little Help from My Friends	With a little help from my T friends: T cells increase efficacy of KRAS (G12D) inhibitors	2023	3	10.1016/j.xcrm.2023.100950
293	With a Little Help from My Friends	With(Out) a Little Help From My Friends? Reconciling Incongruous Findings on Stakeholder Management, Innovation, and Firm Performance	2023	20	10.1177/10422587211024497
294	With a Little Help from My Friends	With a little help from friends	2023	0	10.1007/978-3-031-31462-9_14
295	With a Little Help from My Friends	With a Little Help from Friends: Teaching About, with, and Through Social Media	2023	0	10.1007/978-3-031-10865-5_8
296	With a Little Help from My Friends	I Get by With a Little Help From My Bots: Implications of Machine Agents in the Context of Social Support	2022	8	10.30658/hmc.4.8
297	With a Little Help from My Friends	With a Little Help from My Cell Wall: Structural Modifications in Pectin May Play a Role to Overcome Both Dehydration Stress and Fungal Pathogens	2022	15	10.3390/plants11030385
298	With a Little Help from My Friends	With a Little Help From My Empathic Friends: The Role of Peers in the Development of Empathy in Adolescence	2022	23	10.1037/dev0001347
299	With a Little Help from My Friends	I Get by With a Little Help From My Peers: Mindfulness and Peer Support for Doctor of Nursing Practice Students	2022	4	10.1097/01.NEP.0000000000001010
300	With a Little Help from My Friends	With a Little Help from My Peer Clique: Mitigating the Intergenerational Transmission of Poverty	2022	2	10.1093/esr/jcac020
301	With a Little Help from My Friends	Getting by with a Little Help from Friends: A Qualitative Case Study of Students' Strategies for Coping with Failure in an Undergraduate Biology Laboratory Course	2022	3	10.1187/CBE.20-07-0155
302	With a Little Help from My Friends	Find a little help from my (microbial) friends	2022	0	10.1016/j.chom.2022.03.024
303	With a Little Help from My Friends	With a Little Help from my Temporal Context: Multimodal Egocentric Action Recognition	2021	19	
304	With a Little Help from My Friends	With a little help from my conversational agent: Towards a voice assistant for improved patient compliance and medication therapy safety	2021	0	
305	With a Little Help from My Friends	Improving ICI outcomes with a little help from my microbial friends	2021	4	10.1016/j.chom.2021.01.012
306	With a Little Help from My Friends	With a little help from my (her) friends: The role of friend support on the negative effects of work engagement for married couples	2021	9	10.1016/j.jvb.2021.103539
307	With a Little Help from My Friends	With a little help from my website. Firm survival and web presence in times of COVID-19 - Evidence from 10 European countries	2021	10	
308	With a Little Help from My Friends	With(out) a little help from my friends: insecure attachment in adolescence, support-seeking, and adult negativity and hostility	2021	19	10.1080/14616734.2020.1821722
309	With a Little Help from My Friends	Sex pheromones: Made with a little help from my (bacterial) friends	2021	2	10.1016/j.cub.2021.03.074
310	With a Little Help from My Friends	With a little help from my peers	2020	21	10.1145/3377325.3377518
311	With a Little Help from My Friends	Singing synthesis: With a little help from my attention	2020	8	10.21437/Interspeech.2020-1399
312	With a Little Help from My Friends	With a little help from my best friend... : Exploring the social functioning of students with moderate learning difficulties in inclusive educational settings	2020	3	10.1016/j.ijer.2020.101640
313	With a Little Help from My Friends	With a little help from my (Canadian) friends: Health differences between minimal and maximal religiosity/spirituality are partially mediated by social support	2020	13	10.1016/j.socscimed.2020.113387
314	With a Little Help from My Friends	With a little help from my (Psittacidae) friends	2020	1	10.3758/s13420-020-00439-0
315	With a Little Help from My Friends	Building strong neighborhoods in the lung with a little help from my mesenchymal stem cells	2019	3	10.1164/rccm.201811-2153ED
316	With a Little Help from My Friends	With a little help from my boss: The impact of workplace mental health training on leader behaviors and employee resource utilization	2019	103	10.1037/ocp0000126
317	With a Little Help from My Friends	With a Little Help from My Government - A User Perspective on State Support for Electric Vehicles	2019	5	10.1007/978-3-319-93885-1_35
318	With a Little Help from My Friends	With a little help from my peers: Professional development of higher education teachers to teach critical thinking	2019	8	10.24140/issn.1645-7250.rle44.09
319	With a Little Help from My Friends	With a little help from my customers: The influence of customer empowerment on consumers' perceptions of well-established brands	2019	0	10.1142/9781786346490_0014
320	With a Little Help from My Friends	"Tubule repair: with a little help from my ""unexpected"" friends"	2019	4	10.1016/j.kint.2018.11.019
321	With a Little Help from My Friends	Noninvasive ventilation in unplanned endotracheal extubation: Just a little help from my friend?	2019	0	10.4187/respcare.06886
322	With a Little Help from My Friends	With a little help from my fans: the transformative role of the consumer in music co-production	2018	4	10.1080/09537287.2018.1478148
323	With a Little Help from My Friends	With a little help from my colleagues: Notes on emotional support in a qualitative longitudinal research project	2018	14	10.1108/S1042-319220180000016003
324	With a Little Help from My Friends	With a little help from my child: A dyad approach to immigrant mothers' and adolescents' socio-cultural adaptation	2018	20	10.1016/j.adolescence.2017.04.005
325	With a Little Help from My Friends	I get by with a little help from my 750-dollar-per-tablet friends: A model act for states to prevent dramatic pharmaceutical price increases	2018	1	
326	With a Little Help from My Friends	Monitoring servers, with a little help from my bots	2017	7	10.1145/3123458.3123461
327	With a Little Help from My Friends	With a little help from my trainers: Training students to become job application trainers for refugees	2017	0	10.1007/s11612-017-0370-x
328	With a Little Help from My Friends	WITH A LITTLE HELP from MY CUSTOMERS: The INFLUENCE of CUSTOMER EMPOWERMENT on CONSUMERS' PERCEPTIONS of WELL-ESTABLISHED BRANDS	2017	13	10.1142/S1363919617500487
329	With a Little Help from My Friends	I get by with a little help from my PEEPS: Learning from an NSF S-STEM cohort scholarship program	2017	4	
330	With a Little Help from My Friends	Social surrogate use in those exposed to trauma: I get by with a little help from my (fictional) friends	2017	26	10.1521/jscp.2017.36.1.41
331	With a Little Help from My Friends	With a little help from my (online?) friends - A comparison of support seeking, receiving and providing support in online and offline communities	2017	0	
332	With a Little Help from My Friends	With a little help from my family: A mixed-method study on the outcomes of family support and workload	2016	19	10.5964/ejop.v12i4.1159
333	With a Little Help from My Friends	With a Little Help from my Neighbors: Person Name Linking Using the Wikipedia Social Network	2016	6	10.1145/2872518.2891109
334	With a Little Help from My Friends	With a little help from my wheel: Wheel-coiled pottery in protogeometric Greece	2016	13	10.2972/hesperia.85.2.0297
335	With a Little Help from My Friends	Getting by with a little help from friends and colleagues: Testing how residents' social support networks affect loneliness and burnout	2016	56	
336	With a Little Help from My Friends	With a Little Help From My Competitors: Peer Networking Among Artisan Entrepreneurs	2015	151	10.1111/etap.12053
337	With a Little Help from My Friends	Commentary: With a little help from my enteric microbial friends	2015	1	10.3389/fmicb.2015.01029
338	With a Little Help from My Friends	With a little help from my enteric microbial friends	2015	8	10.3389/fmed.2015.00030
339	With a Little Help from My Friends	With a little help from friends: Pierre-Louis-Antoine Cordier (1777-1861): 50 years of experimental work on basalt	2015	2	10.17704/1944-6187-34.2.204
340	With a Little Help from My Friends	Tumor biology: With a little help from my dying friends	2015	21	10.1016/j.cub.2015.01.040
341	With a Little Help from My Friends	With a little help from my neighbours: A spatial analysis ofthe impact of local campaigns at the 2010 British general election	2014	12	10.1016/j.electstud.2013.12.001
342	With a Little Help from My Friends	With a little help from my old T cell: Memory follicular T helper cells driving autoimmunity?	2014	4	10.1002/eji.201445101
343	With a Little Help from My Friends	I get by with a little help from my supervisor: Creative-idea generation, idea implementation, and perceived supervisor support	2014	116	10.1016/j.leaqua.2014.05.003
344	With a Little Help from My Friends	With a little help from my assistant: Buffering the negative effects of emotional dissonance on dentist performance	2013	9	10.1111/cdoe.12038
345	With a Little Help from My Friends	Metagenomics: With a little help from my phage friends.	2013	0	10.1038/nrg3532
346	With a Little Help from My Friends	With(out) a little help from my friends: An IL-12/CD40L-mediated feed-forward loop between CD8<sup>+</sup> T cells and DCs	2013	0	10.1002/eji.201343644
347	With a Little Help from My Friends	Microbiome: With a little help from my phage friends	2013	3	10.1038/nrmicro3070
348	With a Little Help from My Friends	With a little help from my (random) friends: Success and failure in post-business school entrepreneurship	2013	148	10.1093/rfs/hht024
349	With a Little Help from My Friends	With a little help from my colleagues: A social embeddedness approach to perceived organizational support	2012	128	10.1002/job.755
350	With a Little Help from My Friends	With a little help from my kin: Barn swallow nestlings modulate solicitation of parental care according to nestmates' need	2012	22	10.1111/j.1420-9101.2012.02571.x
351	With a Little Help from My Friends	Lives saved, with a little help from friends	2012	0	10.1353/nib.2012.0047
352	With a Little Help from My Friends	TailGate: Handling long-tail content with a little help from friends	2012	45	10.1145/2187836.2187858
353	With a Little Help from My Friends	With a little help from my spouse: Does spousal collaboration compensate for the effects of cognitive aging?	2011	31	10.1159/000317335
354	With a Little Help from My Friends	Bacterial Virulence: With a little help from my enemies	2011	0	10.1038/nrmicro2561
355	With a Little Help from My Friends	With a little help from my colleagues: Strengthening the stereotype inoculation model with insights from fellow psychologists	2011	4	10.1080/1047840X.2011.631872
356	With a Little Help from My Friends	Getting by better with help from my friends -social capital and its contribution to lives of Irish people with intellectual disabilities	2010	0	
357	With a Little Help from My Friends	With a little help from my goals: Integrating intergoal facilitation with the theory of planned behaviour to predict physical activity	2010	34	10.1348/135910710X494105
358	With a Little Help from My Friends	Getting by with a Little Help from My Hunter: Riding to Hounds in English Foxhound Packs	2010	4	10.1002/9781444327694.ch7
359	With a Little Help from My Friends	With a little help from my enemy: Comparative advertising as a signal of quality	2009	26	10.1111/j.1530-9134.2009.00238.x
360	With a Little Help from My Friends	With a little help from my f(X)riends!: The basis of Ad5-mediated transduction of the liver revealed	2008	5	10.1038/mt.2008.80
361	With a Little Help from My Friends	With a Little Help From My Cross-Group Friend: Reducing Anxiety in Intergroup Contexts Through Cross-Group Friendship	2008	426	10.1037/0022-3514.95.5.1080
362	With a Little Help from My Friends	'A little help from my friend?' Analysis of network links on the meso level in Uzbekistan	2006	15	10.1080/02634930600903106
363	With a Little Help from My Friends	Importing with a little help from friends	2005	2	
364	With a Little Help from My Friends	Without a little help from 'my' friends: Direct insertion of proteins into chloroplast membranes?	2001	71	10.1016/S0167-4889(01)00152-5
365	With a Little Help from My Friends	With a little help from my fans - Extending models of pro-social behaviour to explain supporters' intentions to buy soccer club shares	2000	71	10.1016/S0167-4870(00)00010-6
366	With a Little Help from My Friends	'With a little help from my academic friend': Mentoring change agents	2000	21	10.1080/713685507
367	With a Little Help from My Friends	The role of derivational morphology in vocabulary acquisition: Get by with a little help from my morpheme friends	2000	70	10.1111/1467-9450.00201
368	With a Little Help from My Friends	I get by with a little help from my cyber-friends: Sharing stories of good and bad times on the Web	1999	4	
369	With a Little Help from My Friends	Teaching on the web: With a little help from my pedagogical friends	1999	38	10.1007/BF02940840
370	With a Little Help from My Friends	I get by with a little help from my cyber-friends: Sharing stories of good and bad times on the web	1999	22	10.1111/j.1083-6101.1999.tb00102.x
371	With a Little Help from My Friends	Oral rehydration at home - With a little help from friends	1997	2	
372	With a Little Help from My Friends	I get by with a little help from my family and friends: Adolescents' support for diabetes care	1995	315	10.1093/jpepsy/20.4.449
373	With a Little Help from My Friends	Health care decision making by the elderly: I get by with a little help from my family	1991	50	10.1093/geront/31.5.619
374	The Long and Winding Road	The Lung and Winding Road: Inflammation-Driven Platelet Reactivity in Long COVID	2025	0	10.1016/j.jacbts.2024.11.013
375	The Long and Winding Road	Temporality and the Brain: The Long and Winding Emergence of Time in Cognitive Neuroscience	2025	0	10.1007/s42087-025-00497-8
376	The Long and Winding Road	Biologics in COPD: The Road is Still Long and Winding	2025	1	10.1080/15412555.2025.2467657
377	The Long and Winding Road	The future of renewable energy systems-a long and winding transition pathway?	2025	0	10.1088/978-0-7503-6179-8ch1
378	The Long and Winding Road	The PREVENT trial: The road to treating vulnerable plaques is still long and winding	2024	0	10.1714/4282.42631
379	The Long and Winding Road	A long and winding but exciting road: Biodiversity, phylogenetic, and biogeographic relationships of ascidians in the Southwest Atlantic	2023	0	10.1002/dvg.23551
380	The Long and Winding Road	Kashmir: a long winding road to freedom: An interview with Iffat Fatima	2023	0	10.1080/17503280.2021.2005456
381	The Long and Winding Road	Wind and winding roads: Friendship amid indefnite confnement	2022	0	10.4324/9781003214441-5
382	The Long and Winding Road	From GSR to Heart Rate Variability: A Long and Winding (Actually, Wiggly) Road	2022	3	10.1007/s10484-022-09540-8
383	The Long and Winding Road	The long winding road to the safer glucocorticoid receptor (GR) targeting therapies	2022	30	10.18632/ONCOTARGET.28191
384	The Long and Winding Road	The social and winding road between inflammation and PTSD	2021	3	10.1038/s41386-021-00979-7
385	The Long and Winding Road	The long and winding path to nuclear fusion: The ultimate energy source	2021	3	10.1557/s43577-021-00200-6
386	The Long and Winding Road	The long and winding career path: lessons learned	2021	0	10.1007/s00247-020-04799-7
387	The Long and Winding Road	VanPatten (1990)'s long and winding story and the nature of replication studies	2021	4	10.1075/sibil.62.05san
388	The Long and Winding Road	The Long Winding Road to Liberation: The Tales of Two Iranian Immigrants	2021	1	10.1080/07351690.2021.1865765
389	The Long and Winding Road	A unifying theory of driver perception and steering control on straight and winding roads	2020	11	10.1109/THMS.2019.2947551
390	The Long and Winding Road	The long and winding boundaries: quantifying interfaces between residential, natural and agricultural land uses	2020	4	10.1080/1747423X.2020.1769212
391	The Long and Winding Road	The long and winding path to secure implementation of globalplatform SCP10	2020	1	10.13154/tches.v2020.i3.196-218
392	The Long and Winding Road	The Long and Winding Railway: Domestic Politics and the Realization of China-Initiated High-Speed Railway Projects in Thailand	2019	23	10.1007/s41111-019-00124-2
393	The Long and Winding Road	Oncology trajectories of elderly patients in a palliative situation: The long and winding road	2018	1	
394	The Long and Winding Road	Harmonization of laboratory hematology: A long and winding journey	2018	19	10.1515/cclm-2018-0161
395	The Long and Winding Road	The Long and Winding Triage Road	2018	3	10.1016/j.annemergmed.2018.03.021
396	The Long and Winding Road	The long and winding route	2018	0	10.1016/j.jtcvs.2017.12.059
397	The Long and Winding Road	Extracardiac imaging in amyloidosis: A long and winding (but possible) road	2018	1	10.1016/j.ijcard.2017.11.089
398	The Long and Winding Road	The fast and winding roads that lead to the doors: Generating heterogeneous music playlists	2017	2	10.1145/3126858.3126891
399	The Long and Winding Road	Secondary hypertension post bone marrow transplant: A long winding road	2017	0	10.1097/MPH.0000000000000687
400	The Long and Winding Road	The Long Winding Road to Transplant: How Sarcopenia and Debility Impact Morbidity and Mortality on the Waitlist	2017	55	10.1016/j.cgh.2017.04.004
401	The Long and Winding Road	BCL-2: Long and winding path from discovery to therapeutic target	2017	69	10.1016/j.bbrc.2016.10.100
402	The Long and Winding Road	The long and winding path to understanding kidney structure in amphioxus - A review	2017	10	10.1387/ijdb.170196nh
403	The Long and Winding Road	A long and winding sTORy	2017	5	10.1038/ncb3624
404	The Long and Winding Road	The long winding road towards certification in neuroendovascular surgery	2016	1	10.1136/neurintsurg-2016-012360
405	The Long and Winding Road	India faces a long and winding path to green climate solutions	2016	12	10.1073/pnas.1616121113
406	The Long and Winding Road	Revisiting the long and winding (less travelled) road: The road to chaos in marketin	2016	0	10.1007/978-981-10-0464-3_9
407	The Long and Winding Road	Rails and Roads Between Competition and Interdependency: A Long and Winding Relationship with Many Innovations That Failed	2016	0	10.4324/9781315583495-3
408	The Long and Winding Road	The green (and winding) road. It's been a year since Colorado and Washington legalized recreational marijuana, and not all that was predicted has come to pass--with some surprises along the way	2015	0	
409	The Long and Winding Road	The long & winding road the process safety journey: Where are we and where are we headed?	2015	0	10.4043/25737-ms
410	The Long and Winding Road	Editorial: The lung and winding road: Twists and turns on the way to personalized nsclc therapy	2014	1	10.2174/13816128113196660766
411	The Long and Winding Road	The lung and winding road	2014	1	10.1016/S2213-2600(14)70082-7
412	The Long and Winding Road	Along and winding road	2014	0	
413	The Long and Winding Road	C hydrogen atom transfer in post-cleavage radical-cation complexes: Short and steep versus long winding road	2014	5	10.1021/jp507865h
414	The Long and Winding Road	A dark and winding road	2013	0	
415	The Long and Winding Road	The long & winding road to collaborative observational practice	2013	0	
416	The Long and Winding Road	The two-way mixed model: A long and winding controversy	2013	4	10.7334/psicothema2012.15
417	The Long and Winding Road	Formation of long and winding nuclear F-actin bundles by nuclear c-Abl tyrosine kinase	2013	20	10.1016/j.yexcr.2013.09.003
418	The Long and Winding Road	Ghrelin and motilin receptor agonists: A long and winding misconception	2013	0	10.1111/nmo.12244
419	The Long and Winding Road	Ghrelin and motilin receptor agonists: A long and winding misconception	2013	3	10.1111/nmo.12241
420	The Long and Winding Road	Conjugated polymers: Long and winding polymeric roads	2013	45	10.1038/nmat3790
421	The Long and Winding Road	A long and winding path: Requirements for critical thinking in project work	2013	2	10.1016/j.lcsi.2012.11.001
422	The Long and Winding Road	The Necessity of Origin: A Long and Winding Route	2013	9	10.1007/s10670-011-9354-3
423	The Long and Winding Road	The long and winding helix	2013	0	10.1038/embor.2013.31
424	The Long and Winding Road	The long, winding road: One university's quest for minority health care professionals and services	2012	17	10.1097/ACM.0b013e31826c97bd
425	The Long and Winding Road	The long and winding regulatory road for laboratory- developed tests	2012	22	10.1309/AJCP6OAULC3CMFEJ
426	The Long and Winding Road	Anatomical basis of variation in mesophyll resistance in eastern Australian sclerophylls: News of a long and winding path	2012	150	10.1093/jxb/ers171
427	The Long and Winding Road	The long and winding TRAIL to weight loss	2012	0	10.1042/CS20120356
428	The Long and Winding Road	Short and winding road: Software in car navigation systems	2011	10	10.1109/MS.2011.83
429	The Long and Winding Road	The long winding road toward understanding the molecular mechanisms for B-cell suppression by 2,3,7,8-tetrachlorodibenzo-p-dioxin	2011	67	10.1093/toxsci/kfq324
430	The Long and Winding Road	The 'long winding road' to adulthood: A risk-filled journey for young people in stockholm's marginalized periphery	2011	10	10.1177/110330881101900302
431	The Long and Winding Road	Participative democracy and the diffusion of organizational innovations: The long, winding road from a plant level 'field experiment' to regional economic development	2010	5	10.1057/9780230304154_10
432	The Long and Winding Road	A long, winding road	2010	5	10.1109/MMM.2010.937734
433	The Long and Winding Road	Fabrication of mesoporous carbons with rod and winding road like morphology using NbSBA-15 templates	2010	14	10.1166/jnn.2010.1526
434	The Long and Winding Road	Retrograde approach to a totally occluded right coronary artery via a septal perforator artery: The tale of a long and winding wire	2010	6	
435	The Long and Winding Road	Revisiting individual choices in group settings: The long and winding (less traveled) road?	2010	20	10.1086/644750
436	The Long and Winding Road	Erratum: A long, winding road to ignition (Science (2009) 324 (327))	2009	1	
437	The Long and Winding Road	The long and winding journey of Outsider Art. An historical perspective	2007	7	10.1017/S1121189X00004759
438	The Long and Winding Road	Risk Assessment of GM Crops - Does the Road Ahead Need to be Long and Winding?	2007	2	10.1002/9780470988497.ch10
439	The Long and Winding Road	Confessions of an intellectual (property): Danger Mouse, Mickey Mouse, Sonny Bono, and my long and winding path as a copyright activist-academic	2005	45	10.1080/0300776042000300981
440	The Long and Winding Road	Optimizing digoxin dosage: The long winding road	2003	2	10.1046/j.0269-4727.2003.00509.x
441	The Long and Winding Road	Long and winding	2003	0	
442	The Long and Winding Road	Lasers show that protein folding is a long and winding path	2002	0	
443	The Long and Winding Road	Free energy calculations. The long and winding gilded road	2002	89	10.1080/08927020211974
444	The Long and Winding Road	Corporate governance in microfinance organizations: Along and winding road	2001	56	10.1108/00251740110391466
445	The Long and Winding Road	The long and winding (and frequently bumpy) road to successful client engagement: One team's journey	2001	7	10.1002/sdr.214
446	The Long and Winding Road	The long, winding road of RU-486.	2000	0	
447	The Long and Winding Road	The road to the production of IgE is long and winding	2000	10	10.1164/ajrccm.162.supplement_2.ras-3
448	The Long and Winding Road	Perspectives. The long, winding road to integration of alternative and conventional medicine.	1999	0	
449	The Long and Winding Road	Navigating the long and winding path of post-tenure review: The Arizona story	1999	0	10.1023/B:IHIE.0000008143.07570.1b
450	The Long and Winding Road	The long and winding code	1999	0	
451	The Long and Winding Road	Myocyte hypertrophy: The long and winding RhoA'd	1999	18	10.1172/JCI7459
452	The Long and Winding Road	A long, winding road	1998	0	
453	The Long and Winding Road	Bank computerization and organizational innovations: the long winding road to the bank of the future	1992	5	10.1111/j.1468-005X.1992.tb00020.x
454	Here, There and Everywhere	Here, There, and In-Between: The Poetic Narratives of a Transnational Family's Translingual, Multiliterate, and Trans-Geographic Reality	2025	0	10.1002/rrq.70002
455	Here, There and Everywhere	"Corrigendum to ""here-, there-, and every where-: Exploring the role of pronominal adverbs in legal language"" [Applied Corpus Linguistics Volume 4, Issue 1 (2024) 100087](S2666799124000042)(10.1016/j.acorp.2024.100087)"	2024	0	10.1016/j.acorp.2024.100112
456	Here, There and Everywhere	here-, there-, and every where-: Exploring the role of pronominal adverbs in legal language	2024	3	10.1016/j.acorp.2024.100087
457	Here, There and Everywhere	AI Is Officially Here, There, Everywhere, and Nowhere Districts playing catch-up can still adopt sound policies for artificial intelligence	2024	1	
458	Here, There and Everywhere	Neuromonitoring - Here, There, and to Every Critically Ill Patient	2023	1	10.1097/CCM.0000000000005926
459	Here, There and Everywhere	Visiting here, there, and somewhere: Multi-locality and the geographies of transnational family visiting	2023	2	10.1111/glob.12419
460	Here, There and Everywhere	Introduction: 'Then, There and Everywhere' - Situating Disrupted Knowledge	2023	0	10.1163/9789004536418_002
461	Here, There and Everywhere	Hair, there and everywhere: A comparison of bat wing sensory hair distribution	2023	7	10.1002/ar.25176
462	Here, There and Everywhere	HERE, THERE, AND BACK AGAIN	2023	0	
463	Here, There and Everywhere	Here, there, everywhere: The relational geographies of chemsex	2023	14	10.1111/tran.12603
464	Here, There and Everywhere	Here, there, everywhere: Situating contemporary multimodal poetry	2023	1	10.1515/9783111299334-002
465	Here, There and Everywhere	Hair, there, and everywhere: Peritonsillar abscess formation initiated by pet hair ingestion	2022	0	10.1016/j.xocr.2022.100470
466	Here, There and Everywhere	Materials Nanoarchitectonics Here, There, Everywhere: Looking Back and Leaping Forward	2022	1	10.1039/9781788019613-00546
467	Here, There and Everywhere	Here, There, and Elsewhere: The Making of Immigrant Identities in a Globalized World	2022	0	10.1080/14442213.2022.2049067
468	Here, There and Everywhere	Here, there, & everywhere: Development and validation of a cross-culturally representative measure of subjective career success	2021	51	10.1016/j.jvb.2021.103612
469	Here, There and Everywhere	Here/There/Everywhere: Quantum Models for Decolonizing Canadian State Onto-Epistemology: In a Situation of Oppression, Epistemic Relations are Screwed Up. (Medina, 2013)	2021	6	10.1007/s10699-019-09610-x
470	Here, There and Everywhere	The digital void of voluntourism: Here, there and new currencies of care	2021	11	10.1016/j.geoforum.2021.05.016
471	Here, There and Everywhere	Colour here, there, and in-between-Placemaking and wayfinding in mental health environments	2021	10	10.1002/col.22570
472	Here, There and Everywhere	Here, there, and back again: The southern diaspora and the transcultural music of muddy waters	2021	3	10.1353/sgo.2021.0004
473	Here, There and Everywhere	Here, there and nowhere in provincial outskirts and haunted houses1	2021	0	10.4324/9781003103646-12
474	Here, There and Everywhere	Here. There. Everywhere?	2020	0	10.1016/S0262-4079(20)30864-2
475	Here, There and Everywhere	Here, there, and anywhere	2019	1	10.1163/15700682-12341462
476	Here, There and Everywhere	Here, There, and Back Again with the Social Foundations of Education: Tracing Conocimientos In/Toward Coalitional Journeys	2018	1	10.1080/00131946.2017.1406857
477	Here, There and Everywhere	Of Here and Everywhere: Dynamic Spatial Perspectives in Twelfth Night	2017	0	10.1080/17450918.2017.1298664
478	Here, There and Everywhere	Miro in Parkinson's disease: Here, there, everywhere!	2017	1	10.1002/mds.26975
479	Here, There and Everywhere	Here, there, and anywhere? Arguments for and against the physical plasma cell survival niche	2017	50	10.4049/jimmunol.1700461
480	Here, There and Everywhere	The view from here, there and nowhere? Situating the observer in the planetarium and in the solar system	2017	5	10.1080/17460654.2017.1323409
481	Here, There and Everywhere	Here, There, and In-Between: On the interplay of multilocal living, space, and inequality	2016	0	
482	Here, There and Everywhere	Here, There and Nowhere: Following Adult Survivors of Childhood Cancer A Case Report of Recurrent Osteosarcoma in a Young Adult	2016	0	
483	Here, There and Everywhere	Editors' Introduction to the Special Issue - Bion: Here, There, and In Between	2016	0	10.1080/15240657.2016.1199922
484	Here, There and Everywhere	Here, there, and now: Deictics and the transposition of orality to image in colonial imagery	2015	3	10.2752/175613115X14235644692310
485	Here, There and Everywhere	Here, there and nowhere: Ageing, gender and celebrity studies	2015	5	10.1057/9781137495129.0006
486	Here, There and Everywhere	Here, There and Nowhere: Ageing, Gender and Celebrity Studies	2015	0	10.1057/9781137495129_2
487	Here, There and Everywhere	Mrs. Dalloway here, there, everywhere	2014	2	10.1215/00138282-52.1.133
488	Here, There and Everywhere	Here, there, everywhere: mRNA localization in budding yeast	2014	25	10.4161/rna.29945
489	Here, There and Everywhere	Not here and everywhere: The non-production of scientific knowledge	2014	30	
